#
#wb	min(sz)	t
2.981737267999999830e+00	9.178969388323019452e-01	8.427106776694174073e+00
2.983739270002002009e+00	9.178201489620489983e-01	6.844211052763191105e+01
2.985741272004003743e+00	9.177556238424739998e-01	7.786946736684171810e+01
2.987743274006005922e+00	9.178173224385525186e-01	8.427106776694174073e+00
2.989745276008007657e+00	9.176614745800412143e-01	1.785446361590397757e+01
2.991747278010009836e+00	9.175797038760017399e-01	1.785446361590397757e+01
2.993749280012012015e+00	9.175259485862531372e-01	2.728182045511378107e+01
2.995751282014013750e+00	9.174886235203859597e-01	3.670917729432358101e+01
2.997753284016015929e+00	9.174130700075354694e-01	6.496624156039010245e+01
2.999755286018017664e+00	9.177711810011834892e-01	8.382095523880970234e+01
3.001757288020019843e+00	9.173207737086225277e-01	9.522380595148787563e+01
3.003759290022022022e+00	9.172090168905357999e-01	4.811202800700175430e+01
3.005761292024023756e+00	9.171679854636268781e-01	2.925731432858214731e+01
3.007763294026025935e+00	9.170846635912537348e-01	6.894223555888972044e+01
3.009765296028027670e+00	9.170177561663801491e-01	8.977244311077770078e+01
3.011767298030029849e+00	9.170007997305162917e-01	7.091772943235808668e+01
3.013769300032032028e+00	9.169540470550514577e-01	6.149037259314828674e+01
3.015771302034033763e+00	9.169496780744220699e-01	3.125781445361340616e+01
3.017773304036035942e+00	9.168338455898700223e-01	8.432108027006752593e+01
3.019775306038037677e+00	9.167422629651782451e-01	9.572393098274568501e+01
3.021777308040039856e+00	9.166389070789542348e-01	8.629657414353589218e+01
3.023779310042042034e+00	9.166154865086331149e-01	6.546636659164791183e+01
3.025781312044043769e+00	9.165473704275968192e-01	3.323330832708177240e+01
3.027783314046045948e+00	9.164807218864693406e-01	6.744186046511627808e+01
3.029785316048047683e+00	9.168669665108976075e-01	9.224806201550387641e+01
3.031787318050049862e+00	9.164268557468694398e-01	5.801450362590647813e+01
3.033789320052052041e+00	9.162734839039639034e-01	3.520880220055013865e+01
3.035791322054053776e+00	9.162106182506566388e-01	2.380595148787196891e+01
3.037793324056055955e+00	9.161849730714903828e-01	8.479619904976244982e+01
3.039795326058057690e+00	9.160976163714592557e-01	1.240310077519379917e+01
3.041797328060059868e+00	9.160491989791675893e-01	1.240310077519379917e+01
3.043799330062062047e+00	9.159596832362074670e-01	8.877219304826206780e+01
3.045801332064063782e+00	9.159070044018858825e-01	7.736934233558389451e+01
3.047803334066065961e+00	9.158383025069909422e-01	5.256314078519630328e+01
3.049805336068067696e+00	9.160534320507800476e-01	7.934483620905226076e+01
3.051807338070069875e+00	9.156803118021226151e-01	6.794198549637410167e+01
3.053809340072072054e+00	9.156351989958579907e-01	9.669917479369843250e+01
3.055811342074073789e+00	9.155827060771404291e-01	5.653913478369592838e+01
3.057813344076075968e+00	9.155119988061024561e-01	1.437859464866216541e+01
3.059815346078077702e+00	9.154502869771947715e-01	5.851462865716429462e+01
3.061817348080079881e+00	9.153710020613423648e-01	2.975743935983996025e+01
