#
#wb	min(sz)	t
2.981737267999999830e+00	5.043897178456363539e-01	7.374343585896474451e+01
2.983739270002002009e+00	5.031520522986249189e-01	4.106026506626656669e+01
2.985741272004003743e+00	5.018926784370236760e-01	1.367841960490122588e+01
2.987743274006005922e+00	5.005853963833380993e-01	6.309077269317329950e+01
2.989745276008007657e+00	4.992663242569238546e-01	3.573393348337084774e+01
2.991747278010009836e+00	4.980349771877122800e-01	7.981995498874718464e+01
2.993749280012012015e+00	4.968900621273266704e-01	9.652413103275819140e+01
2.995751282014013750e+00	4.954365619752133520e-01	3.040760190047512168e+01
2.997753284016015929e+00	4.939824858518679918e-01	6.916729182295574674e+01
2.999755286018017664e+00	4.926923674813086795e-01	8.587146786696673928e+01
3.001757288020019843e+00	4.913631075214885957e-01	6.384096024006002068e+01
3.003759290022022022e+00	4.899846027820136674e-01	9.727431857964491257e+01
3.005761292024023756e+00	4.888174876336941477e-01	2.508127031757939562e+01
3.007763294026025935e+00	4.874438494514972686e-01	8.352088022005501600e+00
3.009765296028027670e+00	4.861465483843120938e-01	8.352088022005501600e+00
3.011767298030029849e+00	4.847995284066946020e-01	6.989247311827956821e+01
3.013769300032032028e+00	4.836425722742868083e-01	8.129532383095774151e+01
3.015771302034033763e+00	4.820104738876673234e-01	3.645911477869467632e+01
3.017773304036035942e+00	4.815647116366374991e-01	9.267316829207302931e+01
3.019775306038037677e+00	4.792329499956686778e-01	4.786196549137284251e+01
3.021777308040039856e+00	4.778966543564623914e-01	1.975493873468367312e+01
3.023779310042042034e+00	4.765923420211465866e-01	7.064266066516628939e+01
3.025781312044043769e+00	4.750305777978940380e-01	8.202050512628157719e+01
3.027783314046045948e+00	4.738215922111285172e-01	4.253563390847712355e+01
3.029785316048047683e+00	4.722683020816688670e-01	5.391347836959239714e+01
3.031787318050049862e+00	4.707863835776596173e-01	9.947486871717930512e+01
3.033789320052052041e+00	4.755767239717724193e-01	9.944986246561640542e+01
3.035791322054053776e+00	4.685391050372715305e-01	9.414853713428357196e+01
3.037793324056055955e+00	4.666287864746636038e-01	5.998999749937484438e+01
3.039795326058057690e+00	4.652071367061448304e-01	3.720930232558139750e+01
